BBBID,BusinessID,BusinessName,StreetAddress,StreetAddress2,City,StateProvince,PostalCode,Country,Phone,Email,Website,TOBID,TOBDescription,DateBusinessStarted,DateBusinessClosed,IsBBBAccredited,BBBRatingGrade,BBBRatingScore,NumberOfEmployees,NumberOfPartTimeEmployees,IsHQ,SizeOfBusiness,IsCharity,CDWLastUpdate,FoundVia
704,1000024204,BoomBoom Prints,250 2nd Ave S,,Minneapolis,MN,55401,USA,,hello@boomboomprints.com,http://Boomboomprints.com,62100-000,Online Retailer,10/14/2015 0:00,7/13/2021 0:00,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,12/16/2021 4:10,BBB
704,44000379,A & J Painting,4256 Queen Ave N,,Minneapolis,MN,55412,USA,6123381981,james@cunningham.net,http://www.a-jpainting.com,10095-000,Painting Contractors,10/10/1995 0:00,,FALSE,A+,100,5,0,FALSE,Micro-small,FALSE,10/7/2022 8:31,BBB
704,6000852,John Hirsch&#39;s Cambridge Motors,700 Garfield St S,,Cambridge,MN,55008,USA,7636897600,john.hirsch@cambridge-motors.com,http://www.cambridge-motors.com,50039-000,Auto Dealers - New Cars,6/1/1995 0:00,,TRUE,A+,100,48,0,FALSE,Small,FALSE,11/16/2022 9:42,BBB
704,96150032,Consumer Health Benefits Association,25108 Marguerite Pkwy,Ste 214,Mission Viejo,CA,92692,USA,8884639778,,http://www.nbchealth.com,25018-000,Medical - Dental Discount Plans,,,FALSE,NR,0,,,FALSE,Micro-small,FALSE,3/2/2019 4:09,BBB
704,8004619,Swann Real Estate,PO Box 182,,Fargo,ND,58107,USA,7012329444,kswann@swannrealestate.com,http://www.swannrealestate.com,60729-000,Real Estate,1/1/1992 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,3/13/2021 4:08,BBB
704,96370806,"Xtratyme Technologies, Inc.",16754 705th Ave,,Dassel,MN,55325,USA,8889872896,info@xtratyme.com,http://www.xtratyme.com/,60473-100,Internet Access Provider,3/13/2014 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,8/11/2022 8:30,BBB
704,96006590,Maple Brook Dental Center of Minnesota Ltd,8401 W Broadway Ave,,Brooklyn Park,MN,55445,USA,7634245313,info@maplebrookdentalmn.com,http://www.maplebrookdentalmn.com,60289-000,Dentists,1/1/1985 0:00,,FALSE,A+,100,7,,FALSE,Micro-small,FALSE,11/17/2021 4:33,BBB
704,96150468,Johnson/Turner Legal,56 E Broadway Ave Ste 206,,Forest Lake,MN,55025,USA,6514647292,chris@johnsonturner.com,http://www.johnsonturner.com,60075-101,Attorneys & Lawyers  -  Family,4/21/2003 0:00,,TRUE,A+,100,35,,FALSE,Small,FALSE,1/7/2023 9:07,BBB
704,96198736,Palmer Agency,11795 Willow Ln,,Rogers,MN,55374,USA,7634285545,,http://Healthinsurancemn.com,20080-000,Insurance Services,1/1/2001 0:00,,FALSE,NR,0,1,,FALSE,Micro-small,FALSE,5/15/2022 8:13,BBB
704,21002685,"Brogren's Timberline Tree Service, Inc.",4110 Hoffman Rd,,White Bear Lake,MN,55110,USA,6514298884,kebrogren@yahoo.com,http://timberlinetreeservicemn.com,00219-000,Tree Service,4/8/1988 0:00,,FALSE,NR,0,5,0,FALSE,Micro-small,FALSE,4/22/2022 8:17,BBB
704,96162163,"Fusion Finishing, LLC",17135 Bison St NW,,Ramsey,MN,55303,USA,6127303791,davidsanders@fusionfinishing.com,http://www.fusionfinishing.com,10177-000,Construction & Remodeling Services,1/29/2009 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,4/21/2022 8:28,BBB
704,96038646,"Anchors Aweigh Boat Sales, Inc.",PO Box 44,,Afton,MN,55001,USA,6514361566,info@anchorsaweighboats.com,http://www.anchorsaweighboats.com,50082-000,Boat Dealers,1/1/2004 0:00,,TRUE,A+,100,8,0,FALSE,Small,FALSE,12/2/2022 9:28,BBB
704,10000469,"Lino Lakes Blacktop, Inc.",510 Lilac St,,Lino Lakes,MN,55014,USA,6517864378,sales@linolakesblacktop.com,http://www.linolakesblacktop.com,10102-000,Paving Contractors,1/1/1971 0:00,,FALSE,A+,100,14,,FALSE,Small,FALSE,1/15/2021 4:07,BBB
704,1000056660,"Schneider Collision & Hydrographics, LLC",39204 County Road 186,,Sauk Centre,MN,56378,USA,3204290249,schneider733@hotmail.com,https://www.facebook.com/pages/category/Automotive-Body-Shop/Schneider-Collision-Hydrographics-402704510204788/,60094-000,Auto Body Repair & Painting,4/11/2018 0:00,,FALSE,A+,100,4,,FALSE,Micro-small,FALSE,1/18/2023 9:33,BBB
704,25002073,A-1 Storage,1306 Stadium Rd,,Mankato,MN,56001,USA,5073271662,,http://www.a1mankato.com,70629-000,Trailer Storage ,1/1/2000 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,7/23/2022 8:43,BBB
704,96051326,"Delaney Company, LLC",1902 Greeley St S,,Stillwater,MN,55082,USA,6516743013,josh@delaneycompany.net,http://www.delaneycompany.net,10035-000,Contractors - General,1/1/2003 0:00,,FALSE,A+,100,1,,FALSE,Micro-small,FALSE,1/13/2023 9:01,BBB
704,96056175,Pearle Vision,13195 Weaver Lake Rd,,Maple Grove,MN,55369,USA,6125990153,donna@pearlemg.com,https://www.MapleGroveEye.Vision,44091-000,Optometry,1/1/1994 0:00,,FALSE,A+,100,28,,FALSE,Small,FALSE,6/3/2022 9:01,BBB
704,1000052812,Geib Well Co Inc,512 W Alden St,,Arlington,MN,55307,USA,5072069785,geibwell@gmail.com,https://www.geibwell.com/,10169-000,Water Well Drilling & Service,1/10/1995 0:00,,FALSE,A+,100,3,,FALSE,Micro-small,FALSE,4/13/2022 8:07,BBB
704,96362276,Tax Pros Inc,4520 19th Ave S,,Fargo,ND,58103,USA,7014929000,dave@taxprosnd.com,http://www.taxprosnd.com,60857-000,Tax Return Preparation,1/1/2010 0:00,,FALSE,A+,100,2,,FALSE,Micro-small,FALSE,12/9/2022 9:20,BBB
704,96126260,Plush Pup,12 3rd Ave SW,,Faribault,MN,55021,USA,5073327113,julie@plushpupspa.com,http://www.plushpupspa.com,00196-000,Pet Grooming,8/10/1999 0:00,,FALSE,A+,100,1,,FALSE,Micro-small,FALSE,10/14/2021 4:03,BBB
704,1000039807,Conlin's Furniture,310 34th Avenue,,Alexandria ,MN,56308,USA,3207625511,,https://www.conlins.com/,50291-000,Furniture - Retail,8/5/2020 0:00,,FALSE,C,74.02,1,,FALSE,Micro-small,FALSE,3/16/2022 8:55,BBB
704,96293611,Ashland Builders,19784 Jasper St NW,,Anoka,MN,55303,USA,7632584867,ashlandbuildersinc@usfamily.net,https://www.usfamily.net/,10126-100,Contractors - Framing,1/1/2006 0:00,,FALSE,A+,100,1,,FALSE,Micro-small,FALSE,5/10/2022 20:30,Email
704,96206065,Custom Mold & Design,22455 Everton Ave N,,Forest Lake,MN,55025,USA,7635352334,,http://www.custommold.com,30368-000,Machine Tools - Repair & Rebuild,1/1/2003 0:00,,FALSE,NR,0,75,,FALSE,Micro-small,FALSE,6/18/2022 8:22,BBB
704,96544827,Maggie May Interiors,3884 Dolomite Dr,,Saint Paul,MN,55122,USA,6516819283,maggiemayinteriors@gmail.com,http://maggiemayinteriors.com/,60470-000,Interior Decorators & Designers,7/1/2002 0:00,,FALSE,A+,100,,0,FALSE,Micro-small,FALSE,3/14/2020 4:18,BBB
704,96594618,RJM Printing,7793 Ranchers Road,,Minneapolis,MN,55432,USA,6123345679,thomas@rjmprinting.com,http://www.rjm.company,30531-000,Printers,1/11/2013 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,3/16/2022 8:53,BBB
704,96118000,Book Corner Incorporated,783 Radio Dr # 115,,Saint Paul,MN,55125,USA,6517300661,dobe@usfamily.net,https://www.usfamily.net/,50086-000,Books - Used & Rare,1/1/1992 0:00,9/20/2021 0:00,FALSE,NR,0,1,,FALSE,Micro-small,FALSE,9/22/2021 4:11,Email
704,96350959,Wild Prairie Harley-Davidson,12480 Plaza Dr,,Eden Prairie,MN,55344,USA,9526985000,tgiannetti@stpaulhd.com,http://www.wildprairiehd.com,50440-100,Motorcycle Sales - Consignments,2/1/2008 0:00,,FALSE,B-,80,31,0,FALSE,Micro-small,FALSE,1/24/2023 8:58,BBB
704,96160652,Mr. Mow Lawn Care,4317 10th Ave S,,Minneapolis,MN,55407,USA,6123274126,dave@mrmow.com,http://www.mrmow.com,00157-000,Lawn Maintenance,,,FALSE,A+,100,1,,FALSE,Micro-small,FALSE,7/10/2022 8:28,BBB
704,16752,Lane Bryant,2003 Burnsville Ctr,,Burnsville,MN,55306,USA,7637848549,,https://stores.lanebryant.com/mn/burnsville/plus-size-clothing-burnsville-mn-6512.html,50740-000,Womens Apparel - Retail,,,FALSE,A+,97,,,FALSE,Micro-small,FALSE,1/20/2018 4:05,BBB
704,10347,Leighton's Garage Inc,14301 W 62nd St,,Eden Prairie,MN,55346,USA,9529348900,leighton@leightonsgarage.com,http://www.leightonsgarage.com,60103-000,Auto Repair & Service,1/1/1982 0:00,,FALSE,A+,100,6,,FALSE,Micro-small,FALSE,4/21/2022 8:27,BBB
704,22001130,AIMCO/Apartment Investment & Management Co,4582 S Ulster St,Ste 1100,Denver,CO,80237,USA,9528909123,customerrelations@aimco.com,http://www.aimco.com,60732-000,Property Management,1/1/1971 0:00,,FALSE,NR,0,4,,TRUE,Micro-small,FALSE,6/1/2022 21:22,BBB
704,96345875,Spyeworks LLC,2740 31st Ave S,,Minneapolis,MN,55406,USA,6124352246,info@spyeglass.com,https://www.spyeworks.com/,30614-400,Signs - Digital,4/1/2011 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,1/6/2023 9:12,BBB
704,96363239,Billie's Soap & Spa Products,5066 Copper Gate Dr,,Grand Forks,ND,58203,USA,7016106428,billiessoapandspa@gmail.com,http://www.billiessoap.com,80208-000,Cosmetic & Toiletry Preparations - Manufacturers,,,FALSE,A+,100,1,,FALSE,Micro-small,FALSE,3/24/2022 8:32,BBB
704,96361820,"A & A Landscape & Maintenance of ND, LLC",501 E Broadway,,Williston,ND,58801,USA,7015776052,info@aalandscapend.com,http://www.aalandscapend.com,00155-000,Landscape Contractors,9/8/1999 0:00,,TRUE,A+,100,42,,FALSE,Micro-small,FALSE,8/18/2022 8:20,BBB
704,96020996,"MIK Transportation, Inc.",3445 Washington Dr Ste 102,,Eagan,MN,55122,USA,6127992899,mikdispatch@mik-transportation.com,https://mik-transportation.com,50750-000,Transportation Services,3/15/1995 0:00,,TRUE,A+,100,30,,FALSE,Small,FALSE,1/28/2023 8:47,BBB
704,96175817,KMAT Inc.,13146 Evermore Pkwy,,Saint Paul,MN,55124,USA,9526981750,bkons@kmat-inc.ocm,http://www.kmat-inc.com,20019-100,Insurance Agency,1/1/1995 0:00,,FALSE,A+,100,3,,FALSE,Micro-small,FALSE,2/2/2022 9:43,BBB
704,96345568,HomeNeeds.co LLC,3950 N Shore Dr,,Mound,MN,55364,USA,6518080171,hailpros@gmail.com,http://www.homeneeds.co,10177-000,Construction & Remodeling Services,1/1/2009 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,8/9/2020 4:12,BBB
704,96218026,Wildcat Cafe,203 E Willis St,,Elmore,MN,56027,USA,5079433400,cjh@bevcomm.net,https://www.bevcomm.net/,50544-000,Restaurants,3/10/2014 0:00,,FALSE,A+,100,1,,FALSE,Small,FALSE,9/26/2021 3:52,Email
704,96025887,Modern Woodmen of America,1300 Vermillion St,,Hastings,MN,55033,USA,3097866481,,http://www.modern-woodmen.org,20019-000,Insurance Companies,1/1/1984 0:00,,FALSE,NR,0,435,,FALSE,Medium,FALSE,9/17/2022 8:23,BBB
704,1000031661,Accurate Builders LLC,2628 Old Military Rd,,Sandstone,MN,55072,USA,2182599232,,https://www.facebook.com/pages/category/construction-company/accurate-builders-mn-505085533349711/,10078-000,Home Builders,2/5/2019 0:00,,FALSE,F,54.89,1,,FALSE,Micro-small,FALSE,6/15/2021 4:23,BBB
704,1000036683,Energetic Alignments,1910 County Road B W,,Roseville,MN,55113,USA,7635719437,energeticalignments@gmail.com,http://energeticalignments.com/,60470-400,Feng Shui,4/24/1998 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,9/1/2021 4:20,BBB
704,96592778,Employment Plus,920 Litchfield Ave SW,,Willmar,MN,56201,USA,3202351707,,http://www.employment-plus.com/#,60328-100,Employment Service,1/1/1988 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,3/28/2022 8:35,BBB
704,41000097,Quality Appliance & TV Center,63 3rd St NE,,Waite Park,MN,56387,USA,3202590220,ronharper@qualityappliancewaitepark.com,http://www.qualityappliancewaitepark.com/,50016-000,Appliances - Major - Dealers,11/10/1978 0:00,,FALSE,A+,100,8,0,FALSE,Small,FALSE,1/7/2023 9:07,BBB
704,1000011222,An Elegant Affair,623 4th Ave NE,PO Box 458,Devils Lake,ND,58301,USA,7016627433,anelegantaffair@gondtc.com,http://anelegantaffairnd.com/,65259-000,Event Planners,5/18/2004 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,5/5/2017 4:00,BBB
704,1000016837,Jim Christensen - Kurilla Real Estate,PO Box 828,,Nisswa,MN,56468,USA,2188202147,jim@lakeshorebroker.com,http://www.lakeshorebroker.com,60729-000,Real Estate,9/1/1993 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,11/9/2021 3:56,BBB
704,96135520,Wevley Funeral Home,107 1st St NE,,Sebeka,MN,56477,USA,2185649455,,http://www.wevleyfuneralhome.com,62000-000,Funeral Homes,6/1/2005 0:00,,FALSE,A+,100,3,,FALSE,Micro-small,FALSE,4/21/2022 8:28,BBB
704,96009908,Trinity Regional Eyecare,1321 W Dakota Pkwy,,Williston,ND,58801,USA,7018575000,info@trinityhealth.org,http://www.trinityhealth.org,50468-000,Optical Goods - Service & Repair,1/1/1984 0:00,,FALSE,NR,0,20,,FALSE,Small,FALSE,11/29/2021 3:59,BBB
704,1000030223,Black Dog Built LLC,PO Box 464,,South Saint Paul,MN,55075,USA,6122841378,brian@blackdogbuilt.com,http://www.blackdogbuilt.com,10177-200,Remodeling Services,,,FALSE,A+,98.29,1,0,FALSE,Micro-small,FALSE,12/23/2022 9:05,BBB
704,1000027300,"Revival Roofing, LLC",230 York St,,Pine River,MN,56474,USA,2188660957,aguirrerobert47@yahoo.com,http://www.revival-roofing.com,10126-000,Roofing Contractors,7/13/2018 0:00,,TRUE,A+,100,1,,FALSE,Micro-small,FALSE,8/10/2022 8:52,BBB
704,96093733,Praxair Distribution Inc,4105 W Superior St,,Duluth,MN,55807,USA,2186245741,,http://www.praxair.com,60948-000,Welding,1/1/2005 0:00,,FALSE,A+,100,15,,FALSE,Small,FALSE,8/24/2022 17:52,BBB
704,96082945,Brookfield Properties,5775 Wayzata Blvd,,Minneapolis,MN,55416,USA,6123721500,,http://www.brookfieldofficeproperties.com,60624-000,Office Buildings,1/1/1992 0:00,,FALSE,NR,0,50,,FALSE,Medium,FALSE,9/10/2022 8:38,BBB
704,1000009084,Paramount Pixels ,511 Hemlock St S,,Stillwater,MN,55082,USA,6514301068,info@paramountpixels.net,http://www.paramountpixels.net/,61044-000,Photography Sales,4/24/2007 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,2/4/2023 9:01,BBB
704,96576070,John Kovach Insurance Agency,114 4th St NW,,Bemidji,MN,56601,USA,2184447611,jrkovachjr@mn-ia.aaa.com,http://mn-ia.aaa.com/Branches/Agent.aspx?cid=Agent_john.kovach,20080-000,Insurance Services,5/5/2015 0:00,,FALSE,A+,100,1,0,FALSE,Small,FALSE,1/4/2023 9:05,BBB
704,96353952,Badger Professional Services LLC,17401 Flying Cloud Dr,,Eden Prairie,MN,55347,USA,9524406824,info@badgerboilerservice.com,http://www.badgerboilerservice.com,10076-000,Heating Contractors,1/1/2000 0:00,,FALSE,A+,100,5,,FALSE,Micro-small,FALSE,3/25/2022 8:40,BBB
704,96357935,Rackfinity,8085 Wayzata Blvd Ste 107,,Minneapolis,MN,55426,USA,8009440338,stevek@rackfinity.com,http://rackfinity.com,50175-000,Computers - Supplies & Parts,4/2/2008 0:00,,TRUE,A+,100,1,0,FALSE,Small,FALSE,5/21/2022 8:15,BBB
704,96161290,"McCarthy Electric, LLC",3473 Adair Ave NE,,Buffalo,MN,55313,USA,7636826867,chad@mccarthyelectric.biz,http://www.mccarthyelectric.biz,10049-000,Electricians,1/1/2005 0:00,,FALSE,A+,100,4,,FALSE,Micro-small,FALSE,10/19/2022 8:27,BBB
704,1000012550,Block 8 Home Improvements,723 14th St S,,Fargo,ND,58103,,7018667737,block8homeimprovements@yahoo.com,https://www.facebook.com/block8homeimprovements/,10177-000,Construction & Remodeling Services,1/3/2017 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,2/9/2023 9:12,BBB
704,96116949,IHOP,1935 Beam Ave,,Maplewood,MN,55109,USA,6517481700,,http://www.ihop.com,50544-000,Restaurants,1/1/2003 0:00,,FALSE,NR,0,25,,FALSE,Micro-small,FALSE,6/1/2022 21:24,BBB
704,96175236,Two Lost Cities,PO Box 107,,Osseo,MN,55369,USA,6128602099,nvinson@twolostcities.net,http://www.twolostcities.net,30413-000,Music Publishers,2/10/2004 0:00,,FALSE,A+,100,2,0,FALSE,Micro-small,FALSE,3/24/2022 8:31,BBB
704,1000056018,Patriot Auto & Glass,15 S 1st St W,,Aurora,MN,55705,USA,2182293800,Info@patriotautoandglass.com,https://www.facebook.com/patriotautoandglass,60103-000,Auto Repair & Service,5/5/2021 0:00,,TRUE,A,94,2,,FALSE,Micro-small,FALSE,12/10/2022 9:03,BBB
704,96174912,"All American Exteriors, LLC",601 Carlson Pkwy Ste 1050A,,Hopkins,MN,55305,USA,7632285881,allamericanexteriors@yahoo.com,http://allamericanexteriorsandremodeling.com,10126-000,Roofing Contractors,5/1/2002 0:00,1/1/2018 0:00,FALSE,NR,0,1,,FALSE,Micro-small,FALSE,11/15/2022 9:11,BBB
704,96088966,"Lawn by the Yard, Inc.",3998 McMenemy St,,Saint Paul,MN,55127,USA,6516365296,lawnbytheyard@yahoo.com,http://www.lawnbytheyard.com,00155-100,Erosion Control,9/30/2002 0:00,,FALSE,A+,100,1,,FALSE,Micro-small,FALSE,11/23/2022 9:42,BBB
704,96119442,CD Inzane LLC,10138 Karston Ave NE,,Albertville,MN,55301,USA,7632006556,sales@cdinzane.com,http://www.cdinzane.com,50534-000,"Compact Discs, Tapes & Records - Retail",2/27/2003 0:00,4/25/2016 0:00,FALSE,NR,0,,,FALSE,Micro-small,FALSE,4/29/2019 4:00,BBB
704,96551318,Legacy Building Solutions Inc,19500 County Road 142,,South Haven,MN,55382,USA,3202597126,legacy@legacybuildingsolutions.com,http://www.linkedin.com/company/legacy-building-solutions,60346-000,Environmental & Ecological Services,,,FALSE,A+,100,1,0,FALSE,Small,FALSE,11/5/2021 4:03,BBB
704,96108841,"Missouri Slope Lutheran Care Center, Inc.",2425 Hillview Ave,,Bismarck,ND,58501,USA,7012239407,rjthompson@mslcc.com,http://www.mslcc.com,60617-000,Nursing Homes,7/6/1967 0:00,,FALSE,A+,100,412,,FALSE,Micro-small,FALSE,8/27/2020 4:03,BBB
704,96376976,Diamond MC Entertainment,4217 W 7th St,,Duluth,MN,55807,USA,2184098099,,http://www.diamondmcent.com,50730-000,Wedding Supplies & Services,4/6/2013 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,6/17/2022 8:36,BBB
704,1000004738,Relaxation Advantage,4900 Highway 169 N,,Minneapolis,MN,55428,USA,6128160255,info@relaxationadvantage.com,http://relaxationadvantage.com,60543-000,Massage Therapists,6/9/2008 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,12/24/2022 8:49,BBB
704,1000015904,"Pillar Title Services, LLC",3050 Centre Pointe Dr Ste 30,,Roseville,MN,55113,USA,6512040422,clyde@pillarts.com,http://www.pillartitleservices.com/index.html,20072-000,Title Companies & Agents,12/16/2015 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,7/11/2020 4:06,BBB
704,1000013171,"Oak Ridge Construction, LLC",445 Minnesota St Ste 1500,,Saint Paul,MN,55101,USA,6519681934,service@oakridgeroofs.com,https://www.oakridgeroofs.com/,10035-000,Contractors - General,8/14/2013 0:00,9/9/2021 0:00,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,1/27/2023 9:09,BBB
704,96344968,A1 Carpentry Services LLC,1225 E Center St,,Rochester,MN,55904,USA,5079904216,marcus@a1carpentryservices.com,http://www.a1carpentryservices.com,10019-000,Carpenters,1/1/2004 0:00,4/18/2016 0:00,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,4/22/2019 4:07,BBB
704,6002471,Sedona Hills Apartments,6410 Medicine Lake Rd,,Minneapolis,MN,55427,USA,7635919888,betsy@marathonmanagement.com,http://www.marathonmanagement.com,60042-000,Apartments,1/1/1995 0:00,,FALSE,A+,100,5,,FALSE,Micro-small,FALSE,8/20/2020 3:59,BBB
704,1000003911,"Prairie Lakes Management, LLC",17018 Commercial Park Rd,,E Gull Lake,MN,56401,USA,2184540383,Michelle@prairielakesmanagement.com,https://www.prairielakesmanagement.com/,60732-000,Property Management,12/14/2009 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,1/25/2023 9:01,BBB
704,96024551,"Progressive Dental,Inc.",235 1st Ave E,,Shakopee,MN,55379,USA,9524456220,progressivedental1@gmail.com,http://www.progressivedentalmn.com,60289-000,Dentists,1/1/1984 0:00,,FALSE,A+,100,5,,FALSE,Micro-small,FALSE,11/17/2021 4:34,BBB
704,96013176,"Vision Remodeling, Inc.",3448 Walden Alcove,,Woodbury,MN,55129,USA,6513371913,todd@vision-remodeling.com,http://www.vision-remodeling.com,10177-000,Construction & Remodeling Services,6/1/2004 0:00,9/11/2017 0:00,FALSE,NR,0,5,0,FALSE,Micro-small,FALSE,8/20/2022 8:40,BBB
704,1000032316,St. Paul Tax Services,217 Como Ave Ste 104,,Saint Paul,MN,55103,USA,6514012156,paul@stpaultaxservice.com,http://stpaultaxservice.com,60857-000,Tax Return Preparation,1/10/2017 0:00,,TRUE,A+,100,2,,FALSE,Small,FALSE,7/8/2022 12:29,BBB
704,96014026,"New Age Tree Service of MN, Inc.",PO Box 543,,Spring Grove,MN,55974,USA,5074983650,todd@newagetree.com,https://www.newagetree.com/,00219-000,Tree Service,1/1/1994 0:00,,TRUE,A+,97,6,,FALSE,Micro-small,FALSE,5/27/2022 8:35,BBB
704,96090716,Moss Envy,3056 Excelsior Blvd,,Minneapolis,MN,55416,USA,6123744581,info@mossenvy.com,http://www.mossenvy.com,50351-000,Housewares - Retail,10/6/2007 0:00,,FALSE,A+,100,7,,FALSE,Small,FALSE,8/6/2020 4:09,BBB
704,1000045793,Guardian Concrete Polishing and Coatings LLC, 2080 119th Ave NE,,Blaine,MN,55449,USA,6513002680,,https://www.guardianconcretemn.com/,10032-000,Concrete Contractors,2/3/2020 0:00,,FALSE,A+,97,1,,FALSE,Micro-small,FALSE,11/22/2022 8:45,BBB
704,96347149,"PLC Recovery, LLC",PO Box 4025,,Saint Paul,MN,55104,USA,6512479783,plcrecovery@yahoo.com,http://www.plcrecovery.com,60891-000,Towing - Automotive,2/28/2005 0:00,,TRUE,A,94,5,,FALSE,Small,FALSE,6/10/2022 8:24,BBB
704,25000214,Republic Bank,306 W Superior St,,Duluth,MN,55802,USA,2187223445,sutech@bankrepublic.com,http://www.bankrepublic.com,20003-000,Banks,,,FALSE,NR,0,1,,FALSE,Small,FALSE,8/9/2022 8:28,BBB
704,1000045904,Elite Development LLC,1370 Sunrise Ct Ste 6000,,Clearwater,MN,55320,USA,3202504588,tylerkeller7@yahoo.com,https://www.facebook.com/elitedevelopmentllc/,10078-200,Custom Home Builder,5/1/2014 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,1/21/2023 8:56,BBB
704,1000002619,"American Concrete Design, LLC",20915 Chippendale Ave W,,Farmington,MN,55024,USA,6512351546,americanconcretedesign@gmail.com,https://www.facebook.com/american.concrete.design.llc/,10032-000,Concrete Contractors,10/28/2011 0:00,,TRUE,A+,100,3,0,FALSE,Micro-small,FALSE,6/15/2022 9:02,BBB
704,96176873,"The Canine Club and Spa, Inc.",2910 82nd St,,Chanhassen,MN,55317,USA,9523619663,carrie@thecanineclubandspa.com,http://www.thecanineclubandspa.com,05153-100,Pet Day Care,3/14/2008 0:00,11/7/2018 0:00,FALSE,NR,0,28,0,FALSE,Small,FALSE,11/9/2021 3:55,BBB
704,96174092,"Seager, Tufte, and Wickhem, LLC",1221 Nicollet Mall # 800,,Minneapolis,MN,55403,USA,6126779050,stw@stwiplaw.com,http://www.stwiplaw.com,60075-145,Attorneys & Lawyers - Intellectual Property,1/1/1997 0:00,,FALSE,A+,100,2,,FALSE,Micro-small,FALSE,10/16/2021 4:13,BBB
704,1000049661,Greg Johnson Installations LLC,6512 Bergstrom Rd,,Saginaw,MN,55779,USA,7632217908,gjohnson57@mail.com,https://www.facebook.com/gregjohnsoninstallations/,85366-000,Contractors - Flooring,2/13/2009 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,11/15/2022 9:12,BBB
704,12000227,"Westman Freight Liner, Inc",2120 3rd Ave # 759,,Mankato,MN,56001,USA,5073451128,betho@westmanfreightliner.com,http://westmanfreightliner.com,60910-000,Truck Repair & Service,,,FALSE,NR,0,1,,FALSE,Small,FALSE,12/16/2022 9:10,BBB
704,1000020193,Wannigan Point Cabins Resort,150 Maple St,,Taylors Falls,MN,55084,USA,6124653247,wanniganpoint@gmail.com,https://www.wanniganpoint.com/,60752-000,Resorts,9/14/2018 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,1/11/2023 9:01,BBB
